28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,49
28,49
28,49
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,49
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,49
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,49
28,49
28,49
28,49
28,49
28,49
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,49
28,49
28,49
28,49
28,49
28,50
28,50
28,50
28,50
28,50
28,49
28,49
28,50
28,49
28,49
28,50
28,49
28,49
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,49
28,50
28,49
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,49
28,49
28,50
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,50
28,50
28,49
28,49
28,49
28,49
28,50
28,50
28,49
28,49
28,49
28,50
28,50
28,49
28,49
28,49
28,49
28,49
28,50
28,49
28,49
28,49
28,49
28,49
28,49
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,49
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,49
28,50
28,50
28,50
28,49
28,50
28,50
28,49
28,50
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,50
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,49
28,49
28,50
28,50
28,50
28,50
28,49
28,49
28,50
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,49
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,49
28,49
28,50
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,50
28,49
28,50
28,50
28,49
28,50
28,49
28,49
28,50
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,50
28,49
28,50
28,49
28,49
28,49
28,50
28,49
28,50
28,50
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,50
28,49
28,49
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,49
28,50
28,50
28,50
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,49
28,50
28,50
28,50
28,49
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,50
28,49
28,50
28,49
28,50
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,50
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,50
28,49
28,49
28,49
28,49
28,49
28,49
28,50
28,49
28,49
28,49
28,49
28,49
28,50
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,50
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
29,48
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,48
28,48
28,48
28,49
28,49
28,48
28,49
28,49
28,49
28,49
28,49
28,49
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,49
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,47
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,47
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,47
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,47
28,47
28,47
28,47
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,47
28,48
28,48
28,48
28,47
28,47
28,48
28,48
28,47
28,47
28,47
28,48
28,48
28,48
28,48
28,48
28,47
28,48
28,48
28,48
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,48
28,47
28,47
28,47
28,47
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,47
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,47
28,47
28,47
28,47
28,48
28,48
28,48
28,47
28,47
28,47
28,47
28,47
28,48
28,47
28,47
28,48
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,48
28,47
28,47
28,47
28,47
28,48
28,47
28,47
28,47
28,47
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,47
28,47
28,48
28,48
28,48
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,48
28,48
28,47
28,47
28,47
28,47
28,48
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,47
28,48
28,48
28,48
28,48
28,48
28,47
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,48
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,48
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,48
29,48
28,47
28,47
28,47
28,47
28,47
28,47
29,48
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,48
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
29,48
28,47
28,47
28,47
28,48
28,47
29,48
28,47
28,47
28,47
28,47
28,47
28,47
29,48
28,47
28,47
28,47
28,47
28,47
28,47
28,48
28,47
28,47
28,47
29,48
29,48
29,48
28,47
28,47
28,47
28,47
29,48
28,47
28,47
28,47
29,48
29,48
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
29,48
28,47
28,47
29,48
28,47
28,47
28,47
29,48
29,48
29,48
28,47
28,47
28,47
28,47
29,48
29,48
28,47
29,48
28,47
28,47
28,47
29,48
28,47
29,48
29,48
28,47
29,48
28,47
29,48
29,48
28,47
28,47
28,47
29,48
28,47
28,47
29,48
29,48
29,48
29,48
29,48
28,47
28,47
28,47
29,48
28,47
28,47
29,48
29,48
28,47
29,48
28,47
29,48
28,47
28,47
28,47
28,47
28,47
29,48
28,47
29,48
28,47
28,47
28,47
29,48
28,47
29,48
28,47
29,48
28,47
29,48
29,48
29,48
28,47
29,48
29,48
29,48
29,48
29,48
28,47
29,48
29,48
28,47
28,47
28,47
29,48
29,48
29,48
28,47
28,47
29,48
29,48
28,47
28,47
28,47
29,48
29,48
28,47
29,48
29,48
28,47
29,48
29,48
29,48
29,48
29,48
29,48
29,48
28,47
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
28,47
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
28,47
29,48
29,48
29,48
29,49
29,48
29,48
29,48
29,48
29,48
29,48
28,47
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
28,47
28,47
29,48
29,48
28,47
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
28,47
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
28,47
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
28,47
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
28,47
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,47
29,48
29,48
29,47
29,47
29,47
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,47
29,47
29,48
29,48
29,48
29,48
29,47
29,47
29,47
29,47
29,47
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,46
29,46
29,46
29,46
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,46
29,46
29,46
29,46
29,46
29,46
29,46
29,46
29,46
29,46
29,46
29,46
29,46
29,46
29,46
29,46
29,46
29,46
29,46
29,46
29,46
29,46
29,46
29,46
29,46
29,46
29,46
29,46
29,46
29,46
29,46
29,46
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,44
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,44
29,45
29,44
29,45
29,44
29,45
29,44
29,45
29,44
29,45
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,45
29,45
29,45
29,44
29,45
29,44
29,44
29,45
29,44
29,44
29,45
29,45
29,44
29,44
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,46
29,46
29,46
29,46
29,46
29,46
29,46
29,46
29,46
29,46
29,46
29,46
29,46
29,46
29,46
29,46
29,46
29,45
29,46
29,46
29,46
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,46
29,45
29,45
29,45
